page,pageviews,sessions,users
Editar seção: Seção 3 | LLMS | Classplay,0.0,0,2.0
Editar Área de texto e mídia: Aplicando Framework de Agentes | MundoAgents | Classplay,0.0,0,2.0
Editar Área de texto e mídia: Aplicando Framework de Agents | MundoAgents | Classplay,0.0,0,2.0
Editar Área de texto e mídia: Aplicação: Como extrair o seu tom de voz e aplicar ao seu agent | MundoAgents | Classplay,0.0,0,2.0
"""Editar Área de texto e mídia: Aplicação: utilizando o seu agent para criar planejamento",0.0,0,0.0
Editar Área de texto e mídia: Aprenda como funcionam chatbots e ferramentas de I... | TEMPLO2FR.0125T1 | Classplay,0.0,0,2.0
Editar Área de texto e mídia: Aula 2 - Modulo 2 | TEMPLO.FCA | Classplay,0.0,0,2.0
Editar Área de texto e mídia: Como a IA generativa está revolucionando o mundo do marketing | IAG-MKTDigital | Classplay,0.0,0,2.0
Editar Área de texto e mídia: Como estudar? | MundoAgents | Classplay,0.0,0,2.0
Editar Área de texto e mídia: Continue a explorar as capacidades avançadas do Ch... | MINI-DADOS | Classplay,0.0,0,2.0
"""Editar Área de texto e mídia: Dados",0.0,0,0.0
Editar Área de texto e mídia: Descobrindo Agents: Arquitetura e Aplicações | MundoAgents | Classplay,0.0,0,2.0
Editar Área de texto e mídia: Desvendando os Mistérios da IA Generativa - Parte I | IntroIAG | Classplay,0.0,0,2.0
Editar Área de texto e mídia: Desvendando os Mistérios da IA Generativa - Primeira Sessão | IntroIAG | Classplay,0.0,0,2.0
Editar Área de texto e mídia: Dominando as Ferramentas Avançadas do ChatGPT | IntroIAG | Classplay,0.0,0,2.0
Editar Área de texto e mídia: Estudos de caso: Tendências de futuro no universo dos Agentes | MundoAgents | Classplay,0.0,0,2.0
Editar Área de texto e mídia: Evoluindo Seu Agente: Integrando com o seu Google Agenda (Parte 1) | MundoAgents | Classplay,0.0,0,2.0
Editar Área de texto e mídia: Evoluindo Seu Agente: Integrando com o seu Google Agenda (Parte 2) | MundoAgents | Classplay,0.0,0,2.0
Editar Área de texto e mídia: Explorando o Ecossistema OpenAI: GPT Store e agents da comunidade | MundoAgents | Classplay,0.0,0,2.0
Editar Área de texto e mídia: Explore como dominar a engenharia de prompts pode ... | MINI-BRANDING | Classplay,0.0,0,2.0
Editar Área de texto e mídia: Ilustradores e Designers: esse módulo é para vocês :) | IAG-MKTDigital | Classplay,0.0,0,2.0
Editar Área de texto e mídia: Mistral e Grok | IntroIAG | Classplay,0.0,0,2.0
Editar Área de texto e mídia: Mãos à Obra: Construindo Seu Primeiro Agent - Parte 1 | MundoAgents | Classplay,0.0,0,2.0
Editar Área de texto e mídia: Mãos à Obra: Construindo Seu Primeiro Agent - Parte 2 | MundoAgents | Classplay,0.0,0,2.0
"""Editar Área de texto e mídia: Na aula",0.0,0,0.0
Editar Área de texto e mídia: Nessa aula você vai aprender como criar prompts ef... | TEMPLO.FCA | Classplay,0.0,0,2.0
Editar Área de texto e mídia: O que são Workflows de Agentes e quando usá-los | MundoAgents | Classplay,0.0,0,2.0
Editar Área de texto e mídia: O que são Workflows de agents e quando usá-los | MundoAgents | Classplay,0.0,0,2.0
Editar Área de texto e mídia: O que são prompts? Prompts Básicos | MINI-PROMPTS | Classplay,0.0,0,2.0
Editar Área de texto e mídia: O que são prompts? Segredos que ninguém te conta! | IAG-MKTDigital. Freemium | Classplay,0.0,0,2.0
Editar Área de texto e mídia: Por que os AI Agents mudam o paradigma da automação | MundoAgents | Classplay,0.0,0,2.0
Editar Área de texto e mídia: Por que os Agentes IA mudam o paradigma da automação | MundoAgents | Classplay,0.0,0,2.0
Editar Área de texto e mídia: Quer acessar esse curso e aprender como utilizar I... | MINI-IMAGEMVIDEO-FREE_1 | Classplay,0.0,0,2.0
Editar Área de texto e mídia: Quer acessar esse curso e dominar tudo sobre Agents? Solicite acesso ao curso completo em (redacted) | AGENTS-FREE | Classplay,0.0,0,2.0
Evidência de aprendizagem prévia | Classplay,0.0,0,2.0
Fazer upload de coortes | Classplay,0.0,0,2.0
Gerenciamento de usuário | Contas | Usuários | Administração | Classplay,0.0,0,2.0
IAADV-FREE: Participantes | Classplay,0.0,0,2.0
IMGMVIDEO-FREE: Participantes | Classplay,0.0,0,2.0
Inscrições manuais | Classplay,0.0,0,2.0
MINI-IMAGEMVIDEO: Playlist: Conteúdos Extras | Classplay,0.0,0,2.0
MINI-PROMPTS: Conteúdos adicionais para você aprender ainda mais! | Classplay,0.0,0,2.0
Marketing,0.0,0,2.0
Modificar perfil: Acylino do Amaral Mariano Junior | | Classplay,0.0,0,2.0
MundoAgents : Tendências | Classplay,0.0,0,2.0
MÓDULO 4 - Estratégias para Implementação e Uso Responsável da IA no Direito,0.0,0,2.0
Nenhuma mensagem | Classplay,0.0,0,2.0
Novo AI Prompts | PROMPTSFREE | Classplay,0.0,0,2.0
Novo Área de texto e mídia | TEMPLO2FR.0125T1 | Classplay,0.0,0,2.0
OPMKT-FREE: Participantes | Classplay,0.0,0,2.0
Onboarding Templo,0.0,0,2.0
Permissões em Curso: Engenharia de Prompts | Classplay,0.0,0,2.0
Permissões em Curso: Prompts | Classplay,0.0,0,2.0
Planos de aprendizagem | Classplay,0.0,0,2.0
Plugins check | Classplay,0.0,0,2.0
Registration | Administration | Classplay,0.0,0,2.0
Relatório do usuário | Introdução à IA Generativa | Classplay,0.0,0,2.0
Relatório do usuário | Onboarding de Professores | Classplay,0.0,0,2.0
Relatório do usuário | Podcasts | Classplay,0.0,0,2.0
Relatório do usuário | Prompts | Classplay,0.0,0,2.0
Resumo da configuração do registro | Classplay,0.0,0,2.0
Seção: Nova subseção | 🔒 IA + Branding | Classplay,0.0,0,2.0
Seção: Seção 1 | Modelos de IA | Classplay,0.0,0,2.0
Seção: Seção 3 | 🔒 IA + Branding | Classplay,0.0,0,2.0
TEMPLO.FCA: Apresentação Aula 3 - Módulo 2 | Classplay,0.0,0,2.0
TUTORIAIS: Como criar agentes? by Anthropic | Classplay,0.0,0,2.0
Upgrading to new version | Moodle 5.0 (Build: 20250414) | Classplay,0.0,0,2.0
Visão geral dos Plugins | Plugins | Administração | Classplay,0.0,0,2.0
(not set),0.0,0,1.0
AJAX e Javascript | Aparência | Administração | Classplay,0.0,0,1.0
Acesso ao site | Classplay,0.0,0,1.0
Active Campaign,0.0,0,1.0
Ada,0.0,0,1.0
Administradores do site | Permissões | Usuários | Administração | Classplay,0.0,0,1.0
Agatha Maranhão: Perfil público | Classplay,0.0,0,1.0
Agente Generativo | Classplay,0.0,0,1.0
Agente Generativo: Perfil pessoal: Agatha Maranhão | Classplay,0.0,0,1.0
Agente Generativo: Perfil pessoal: Antonio Roberto Rodante | Classplay,0.0,0,1.0
Agente Generativo: Perfil pessoal: Guilherme Ribeiro | Classplay,0.0,0,1.0
Agente Generativo: Perfil pessoal: Natalie Chamberlain | Classplay,0.0,0,1.0
Ana Carolina Brandizzi: Perfil público | Classplay,0.0,0,1.0
Analista de Descrição de Vaga para Atração de Talentos,0.0,0,1.0
Andre Gavazza: Perfil público | Classplay,0.0,0,1.0
Anna Carolina Santana Corgozinho: Perfil público | Classplay,0.0,0,1.0
Antonio Roberto Rodante: Perfil público | Classplay,0.0,0,1.0
Assistente de Brainstorming,0.0,0,1.0
Assistente de Criação de Prompt para MidJourney,0.0,0,1.0
Atividades do curso: Biblioteca de Agentes | Classplay,0.0,0,1.0
Atividades do curso: IA para Advogados | Classplay,0.0,0,1.0
Atividades do curso: Prompts | Classplay,0.0,0,1.0
Atividades do curso: Webinars | Classplay,0.0,0,1.0
Atividades do curso: 🔒 IA + Branding | Classplay,0.0,0,1.0
Atividades do curso: 🔒 O Mundo dos Agents | Classplay,0.0,0,1.0
Atualizando para nova versão | Moodle 5.0 (Build: 20250414) | Classplay,0.0,0,1.0
Autoinscrição | Classplay,0.0,0,1.0
Avaliação avançada | Classplay,0.0,0,1.0
BASICOMKT-FREE: Participantes | Classplay,0.0,0,1.0
BRASASJOR.0925T1: Playlist de Estudos - Módulo 1 | Classplay,0.0,0,1.0
Backups | Relatórios | Administração | Classplay,0.0,0,1.0
Biblioteca Templo,0.0,0,1.0
Biblioteca de Agentes: Perfil pessoal: Anna Carolina Santana Corgozinho | Classplay,0.0,0,1.0
Biblioteca de Agentes: Perfil pessoal: Iuly Francinne Macari de Lima | Classplay,0.0,0,1.0
Biblioteca de Agentes: Perfil pessoal: Saullo Soares Santos | Classplay,0.0,0,1.0
Biblioteca de Agentes: Perfil pessoal: Thais Regina de Souza Diniz | Classplay,0.0,0,1.0
Biblioteca de Prompts: Perfil pessoal: Marcello Andrade | Classplay,0.0,0,1.0
Biblioteca de Prompts: Perfil pessoal: Vincenzo Zandoná | Classplay,0.0,0,1.0
Boost | Configurações de tema personalizado | Aparência | Administração | Classplay,0.0,0,1.0
COGNA: Advogados,0.0,0,1.0
Camilla Magalhaes Silva: Perfil público | Classplay,0.0,0,1.0
Campos personalizados de curso | Configurações padrão | Cursos | Administração | Classplay,0.0,0,1.0
Campos personalizados do Coorte | Contas | Usuários | Administração | Classplay,0.0,0,1.0
Cancelando AGENTS-FREE | Classplay,0.0,0,1.0
Cancelando IAG-MKT-FREE | Classplay,0.0,0,1.0
Cancelando MINI-BRANDING.FREE_1 | Classplay,0.0,0,1.0
Cancelando TEMPLO2FR.0125T1 | Classplay,0.0,0,1.0
Cancelando TEMPLOFRE.0125T1 | Classplay,0.0,0,1.0
Carlos Toledo: Perfil público | Classplay,0.0,0,1.0
Classplay | Mapa da Plataforma,0.0,0,1.0
Classplay: Modificar perfil | Classplay,0.0,0,1.0
Classplay: Preferência de idioma | Classplay,0.0,0,1.0
Classplay: Preferências do calendário | Classplay,0.0,0,1.0
Conclusão de atividade padrão | Classplay,0.0,0,1.0
Configurações de Certificado,0.0,0,1.0
Configurações de mochila | Classplay,0.0,0,1.0
Configurações gerais | Notas | Administração | Classplay,0.0,0,1.0
Contas de pagamento | Pagamentos | Administração | Classplay,0.0,0,1.0
Contas | Usuários | Administração | Classplay,0.0,0,1.0
Controle - Templo,0.0,0,1.0
Curso: IA Generativa no Marketing Digital 🔒 | Classplay,0.0,0,1.0
Curso: O Mundo dos Agents 🔒 | Classplay,0.0,0,1.0
Curso: 🔒 O Básico da IAGen no Marketing Digital | Classplay,0.0,0,1.0
Cursos Classplay: Carregar cursos | Classplay,0.0,0,1.0
DANNEMANNIA .0225T1: Aula 1: Fundamentos da IA Generativa no Direito | Classplay,0.0,0,1.0
DANNEMANNIA .0225T1: Desafio Prático 3: Escolha uma atividade e estimule seu aprendizado! | Classplay,0.0,0,1.0
Debugging | Desenvolvimento | Administração | Classplay,0.0,0,1.0
EBOOKS: 6 Prompts para Aumentar a Produtividade da Equipe de Marketing | Classplay,0.0,0,1.0
EBOOKS: ChatGPT Bible | Classplay,0.0,0,1.0
EBOOKS: ChatGPT Multi-Plugin | Classplay,0.0,0,1.0
EBOOKS: Como Usar o ChatGPT e Python para Construir um Gráfico de Conhecimento | Classplay,0.0,0,1.0
EBOOKS: Como Usar o ChatGPT para Converter Texto em Uma Apresentação do PowerPoint | Classplay,0.0,0,1.0
EBOOKS: Introduction to Algorithmic Marketing | Classplay,0.0,0,1.0
EBOOKS: Manual sobre ChatGPT + IAG | Classplay,0.0,0,1.0
EBOOKS: O Guia Completo do Claude AI: Revolucione a Forma Como Você Trabalha | Classplay,0.0,0,1.0
EBOOKS: Os 6 Plugins que Mudarão Como Usar o ChatGPT | Classplay,0.0,0,1.0
EBOOKS: Supercharge Your Research Productivity with ChatGPT | Classplay,0.0,0,1.0
EBOOKS: The Art of Asking ChatGPT for High-Quality Answers | Classplay,0.0,0,1.0
EBOOKS: Usos Essenciais de IAG para Times de Marketing | Classplay,0.0,0,1.0
EBOOKS: Web3 Marketing: A Handbook for the Next Internet Revolution | Classplay,0.0,0,1.0
Eder Antonio Milani Bernardes: Perfil público | Classplay,0.0,0,1.0
Editando o relatório do avaliador | IA + Branding | Classplay,0.0,0,1.0
Editando o relatório do avaliador | 🔒 IA + Branding | Classplay,0.0,0,1.0
Editar AI Agents: Agente Generativo | casos-uso | Classplay,0.0,0,1.0
Editar AI Prompts: aaaaaaaaaaaaaaaaa | PROMPTSFREE | Classplay,0.0,0,1.0
Editar Arquivo: Apresentação Aula 3 | TEMPLO.FCA | Classplay,0.0,0,1.0
Editar Arquivo: Apresentação aula 2/3 - módulo 1 | TEMPLO.FCA | Classplay,0.0,0,1.0
Editar Arquivo: Apresentação aula 2/3/extra | TEMPLO.FCA | Classplay,0.0,0,1.0
Editar Arquivo: Apresentação aula1 - módulo 2 | TEMPLO.FCA | Classplay,0.0,0,1.0
Editar Arquivo: Aula 1: Fundamentos da IA Generativa no Direito | DANNEMANNIA .0225T1 | Classplay,0.0,0,1.0
Editar Arquivo: Aula 2: Automação de Fluxos de Trabalho Jurídico com IA | DANNEMANNIA .0225T1 | Classplay,0.0,0,1.0
Editar Arquivo: Aula 2: Regulação e Aspectos Éticos da IA no Direito | DANNEMANNIA .0225T1 | Classplay,0.0,0,1.0
Editar Arquivo: Criando seu Assistente IA - Parte 1 | MundoAgents | Classplay,0.0,0,1.0
Editar Arquivo: Desafio Prático 2: Escolha uma atividade e estimule seu aprendizado! | DANNEMANNIA .0225T1 | Classplay,0.0,0,1.0
Editar Arquivo: O Ecossistema de Agents da OpenAI | MundoAgents | Classplay,0.0,0,1.0
Editar Arquivo: Playlist de Estudos Módulo 1 | DANNEMANNIA .0225T1 | Classplay,0.0,0,1.0
Editar Arquivo: Playlist de Estudos Módulo 2 | DANNEMANNIA .0225T1 | Classplay,0.0,0,1.0
Editar Arquivo: Playlist de Estudos Módulo 3 | DANNEMANNIA .0225T1 | Classplay,0.0,0,1.0
Editar Arquivo: eBook: ChatGPT + Inteligência Artificial Generativa | IAG-MKTDigital | Classplay,0.0,0,1.0
Editar Fórum: Avisos do site | Classplay,0.0,0,1.0
Editar Seção: . | Modelos de IA | Classplay,0.0,0,1.0
Editar Seção: 1. Fundamentos e Desenvolvimento de Agents | O Mundo dos Agentes | Classplay,0.0,0,1.0
Editar Seção: 2. Criando e Aperfeiçoando Agents | O Mundo dos Agentes | Classplay,0.0,0,1.0
Editar Seção: 3. Aplicações de IAG no Marketing Digital | O Básico de IA Generativa no Marketing Digital | Classplay,0.0,0,1.0
Editar Seção: Aula 1 - Introdução à IA Generativa e Modelos de Linguagem | FCA: Formação de Talentos | Classplay,0.0,0,1.0
Editar Seção: Aula 3 - Casos de Uso em Educação e Projeto Prático | FCA: Formação de Talentos | Classplay,0.0,0,1.0
Editar Seção: Aula “Aprendizado de Máquina – Conceitos-chave” com miniatura e ícone de cadeado. | Freemium Simulado | Classplay,0.0,0,1.0
Editar Seção: Chat GPT | Modelos de IA | Classplay,0.0,0,1.0
Editar Seção: Como integrar IA generativa ao seu site | Freemium Simulado 2 | Classplay,0.0,0,1.0
Editar Seção: Criando consistência de tom de voz e estilo para a sua marca com Custom Instructions | 🔒 IA + Branding | Classplay,0.0,0,1.0
Editar Seção: Introdução à Inteligência Artificial (Freemium) | Freemium Simulado | Classplay,0.0,0,1.0
Editar Seção: Módulo 1 - Fundamentos e Desenvolvimento de Agentes | O Mundo dos Agentes | Classplay,0.0,0,1.0
Editar Seção: Módulo 1 - Introdução à IA Generativa | IA para Advogados | Classplay,0.0,0,1.0
Editar Seção: Módulo 1 | Introdução à IA Generativa | Classplay,0.0,0,1.0
Editar Seção: Módulo 1 | O Básico de IA Generativa no Marketing Digital | Classplay,0.0,0,1.0
Editar Seção: Módulo 2 - Criando e Aperfeiçoando Agentes | O Mundo dos Agentes | Classplay,0.0,0,1.0
Editar Seção: Módulo 2 - Explorando as capacidades do ChatGPT | Análise de Dados | Classplay,0.0,0,1.0
Editar Seção: Módulo 2 | Introdução à IA Generativa | Classplay,0.0,0,1.0
Editar Seção: Módulo 2 | O Básico de IA Generativa no Marketing Digital | Classplay,0.0,0,1.0
Editar Seção: Módulo 3 - Criação de Assistentes IA para Advogados | IA para Advogados | Classplay,0.0,0,1.0
Editar Seção: Módulo 3 - Em Busca do Prompt Perfeito | Engenharia de Prompts | Classplay,0.0,0,1.0
Editar Seção: Módulo 3 - Workflows de Agentes | O Mundo dos Agentes | Classplay,0.0,0,1.0
Editar Seção: Módulo 4 - Agentes Avançados: Integração com Ferramentas Externas | O Mundo dos Agentes | Classplay,0.0,0,1.0
Editar Seção: Módulo 4 - Personalização de Estratégias com IA Generativa | O Básico de IA Generativa no Marketing Digital | Classplay,0.0,0,1.0
Editar Seção: Módulo 5 - Casos de Uso com Imagens | O Básico de IA Generativa no Marketing Digital | Classplay,0.0,0,1.0
"""Editar Seção: Módulo 5 - Integração",0.0,0,0.0
Editar Seção: Nova subseção | 🔒 IA + Branding | Classplay,0.0,0,1.0
Editar Seção: Se Preparando para a IA: Habilidades Necessárias | IA para Advogados | Classplay,0.0,0,1.0
Editar Seção: Seção 1 | 🔒 IA + Branding | Classplay,0.0,0,1.0
Editar Seção: Slides: O Ecossistema de Agents da OpenAI | O Mundo dos Agentes | Classplay,0.0,0,1.0
Editar Seção: TESTE 3 | 🔒 IA + Branding | Classplay,0.0,0,1.0
Editar Seção: | Modelos de IA | Classplay,0.0,0,1.0
Editar Seção: 🔒 Criando consistência de tom de voz e estilo para a sua marca com Custom Instructions | 🔒 IA + Branding | Classplay,0.0,0,1.0
Editar curso: Masterclasses | Classplay,0.0,0,1.0
Editar curso: eBooks | Classplay,0.0,0,1.0
Editar seção: 1. Fundamentos e Desenvolvimento de Agents | MundoAgents | Classplay,0.0,0,1.0
Editar seção: 2. Criando e Aperfeiçoando Agents | MundoAgents Freemium | Classplay,0.0,0,1.0
Editar seção: 2. Engenharia de Prompts | IAG-MKTDigital | Classplay,0.0,0,1.0
Editar seção: 3. Aplicações de IAG no Marketing Digital | IAG-MKTDigital | Classplay,0.0,0,1.0
Editar seção: Aula 1 | TEMPLO2FR.0125T1 | Classplay,0.0,0,1.0
Editar seção: Aula 3 - Casos de Uso em Educação e Projeto Prático | TEMPLO.FCA | Classplay,0.0,0,1.0
Editar seção: Aula “Aprendizado de Máquina – Conceitos-chave” com miniatura e ícone de cadeado. | TEMPLOFRE.0125T1 | Classplay,0.0,0,1.0
Editar seção: Brainstorm de Marketing com ChatGPT | OPMARKETING | Classplay,0.0,0,1.0
Editar seção: Chat GPT | LLMS | Classplay,0.0,0,1.0
Editar seção: Clique no botão para acessar | LLMS | Classplay,0.0,0,1.0
Editar seção: Como usar o Advanced Data Analysis do ChatGPT para analisar dados em planilhas | MINI-DADOS | Classplay,0.0,0,1.0
Editar seção: Descubra o Mundo dos Agents! | AGENTS-FREE | Classplay,0.0,0,1.0
Editar seção: Descubra o Mundo dos Agents! | MundoAgents Freemium | Classplay,0.0,0,1.0
Editar seção: Descubra o Mundo dos Agents! | MundoAgents | Classplay,0.0,0,1.0
Editar seção: Entenda como a IA Generativa impacta o marketing e explore os principais modelos de linguagem e ferramentas de texto. | BASICOMKT-FREE | Classplay,0.0,0,1.0
Editar seção: Entenda como a IA Generativa impacta o marketing e explore os principais modelos de linguagem e ferramentas de texto. | MINI-BASICOMKT-FREE | Classplay,0.0,0,1.0
Editar seção: Introdução à Inteligência Artificial (Freemium) | TEMPLOFRE.0125T1 | Classplay,0.0,0,1.0
Editar seção: MÓDULO 1 - Texto e IA Generativa | TEMPLO.FCA | Classplay,0.0,0,1.0
Editar seção: Módulo 1 - Fundamentos e Desenvolvimento de Agentes | MundoAgents | Classplay,0.0,0,1.0
Editar seção: Módulo 1 - Introdução à IA Generativa | IA-Advogados | Classplay,0.0,0,1.0
Editar seção: Módulo 1 | IAG-MKTDigital | Classplay,0.0,0,1.0
Editar seção: Módulo 2 - Criando e Aperfeiçoando Agentes | MundoAgents | Classplay,0.0,0,1.0
Editar seção: Módulo 2 - Explorando as capacidades do ChatGPT | MINI-DADOS | Classplay,0.0,0,1.0
Editar seção: Módulo 3 - Criação de Assistentes IA para Advogados | IA-Advogados | Classplay,0.0,0,1.0
Editar seção: Módulo 3 - Em Busca do Prompt Perfeito | MINI-PROMPTS | Classplay,0.0,0,1.0
Editar seção: Módulo 3 - Workflows de Agentes | MundoAgents | Classplay,0.0,0,1.0
Editar seção: Módulo 4 - Agentes Avançados: Integração com Ferramentas Externas | MundoAgents | Classplay,0.0,0,1.0
Editar seção: Módulo 4 - Personalização de Estratégias com IA Generativa | IAG-MKTDigital | Classplay,0.0,0,1.0
Editar seção: Módulo 5 - Casos de Uso com Imagens | IAG-MKTDigital | Classplay,0.0,0,1.0
"""Editar seção: Módulo 5 - Integração",0.0,0,0.0
Editar seção: Nossas boas-vindas ao curso! | BASICOMKT-FREE | Classplay,0.0,0,1.0
Editar seção: Nossas boas-vindas ao curso! | IAADV-FREE | Classplay,0.0,0,1.0
Editar seção: Nossas boas-vindas ao curso! | IAGMKT-FREE | Classplay,0.0,0,1.0
Editar seção: Nossas boas-vindas ao curso! | IMGMVIDEO-FREE | Classplay,0.0,0,1.0
Editar seção: Se Preparando para a IA: Habilidades Necessárias | IA-Advogados | Classplay,0.0,0,1.0
Editar seção: Seção 1 | MundoAgents Freemium | Classplay,0.0,0,1.0
Editar seção: Seção 2 | LLMS | Classplay,0.0,0,1.0
Editar seção: Site | Classplay | Classplay,0.0,0,1.0
Editar seção: TESTE 3 | MINI.BRANDING-FREE | Classplay,0.0,0,1.0
Editar seção: Use ferramentas de IA para produzir imagens e vídeos do zero. | MINI-IMAGEMVIDEO-FREE_1 | Classplay,0.0,0,1.0
Editar seção: Workflow - Do Tom de Voz à Postagem. | MundoAgents | Classplay,0.0,0,1.0
Editar Área de texto e mídia: A IA e o Futuro da Produtividade: Uma Visão Transformadora | IntroIAG | Classplay,0.0,0,1.0
"""Editar Área de texto e mídia: A IA é uma ferramenta poderosa para advogados",0.0,0,0.0
Editar Área de texto e mídia: Ampliando Horizontes: interagindo com Agentes nativos do Google Gemini | MundoAgents | Classplay,0.0,0,1.0
Editar Área de texto e mídia: Ampliando Horizontes: interagindo com agents nativos do Google Gemini | MundoAgents | Classplay,0.0,0,1.0
Editar Área de texto e mídia: Aplicando Framework de Agents | IntroIAG | Classplay,0.0,0,1.0
Editar Área de texto e mídia: Aplicando Framework de Agents | MundoAgents Freemium | Classplay,0.0,0,1.0
Editar Área de texto e mídia: Aplicação: Como extrair o seu tom de voz e aplicar ao seu agente | MundoAgents | Classplay,0.0,0,1.0
"""Editar Área de texto e mídia: Aplicação: utilizando o seu Agente para criar planejamento",0.0,0,0.0
Editar Área de texto e mídia: Aprenda a escolher a ferramenta certa para cada de... | MINI-BASICOMKT | Classplay,0.0,0,1.0
Editar Área de texto e mídia: Aprenda como transformar dados brutos em insights ... | MINI-DADOS | Classplay,0.0,0,1.0
"""Editar Área de texto e mídia: Aprenda modelos de monetização",0.0,0,0.0
